card_id,tcgplayer_id
7CtMDpTTHNC7DrwJHtJ9M,225077
7CtMDpTTHNC7DrwJHtJ9M,225603
7CtMDpTTHNC7DrwJHtJ9M,238381
7CtMDpTTHNC7DrwJHtJ9M,271282
7DfN7NwW9WbTpDNhFW8qW,676479
7DnnzwcQQQbdHtcDJ9PJG,695169
7Dzp8kPW6kJPj7tQKL79w,565651
7FHM67fkfjCjzwWzKfFKH,551492
7FHM67fkfjCjzwWzKfFKH,553524
7FKzc7kNTqjg78RNqwM77,549733
7FKzc7kNTqjg78RNqwM77,551461
7FKzc7kNTqjg78RNqwM77,554308
7FckgndNDJwgBMfzFRQ86,453389
7FckgndNDJwgBMfzFRQ86,617946
7FfRqNrB8z7L6HjzTpbJd,517359
7FfRqNrB8z7L6HjzTpbJd,517586
7FfRqNrB8z7L6HjzTpbJd,528300
7G8RpL8NqHQQH86gGbnwk,274405
7G8RpL8NqHQQH86gGbnwk,276819
7G8RpL8NqHQQH86gGbnwk,279255
7GkCr8MrPLnHfLc6JfQMH,565413
7GkCr8MrPLnHfLc6JfQMH,584725
7GqwMzK8mCrkKQ9kdpF7W,453404
7GqwMzK8mCrkKQ9kdpF7W,453406
7H6zRGbKbL8BpgNMgwh97,676313
7H7Q8F8wdjf6gJq6MGcz6,676445
7H7Q8F8wdjf6gJq6MGcz6,710769
7HFBMWtFrdmQpQkLLwHGJ,533500
7HFBMWtFrdmQpQkLLwHGJ,537301
7HzdfH8DD7cMhzKpCfDRG,633349
7J87gL6NR9MjHMLM6cWGB,577712
7J87gL6NR9MjHMLM6cWGB,584717
7JCwqHtn96Wt7DnWcTb6B,261508
7JCwqHtn96Wt7DnWcTb6B,261509
7JJG6Pdjw7Fq9rHGtmPBJ,273147
7JjdjGjGkbQzQPfTnkFPD,676291
7KLLpHkFMKHdj8zt8kbKk,690456
7KPHKGtMmJ7PhLJLgT6QW,709338
7KdwKrNcWjFQMnpq8DfmQ,561926
7LBccf7qnHMdgb996CcWz,533050
7LKCmfjBPcH9jhkrKRttq,237973
7LPnw9zFRhGmKHzCzMpdJ,225073
7LPnw9zFRhGmKHzCzMpdJ,225709
7LPnw9zFRhGmKHzCzMpdJ,271290
7LPnw9zFRhGmKHzCzMpdJ,517639
7LPnw9zFRhGmKHzCzMpdJ,647409
7LPnw9zFRhGmKHzCzMpdJ,676736
7MCWwM6pBCDcRdFRmTJRC,633238
7MGt8wLQqdFk9F8LBQnD9,225869
7MGt8wLQqdFk9F8LBQnD9,271042
7MNrGmWN7jTtR99LrWNm7,549255
7MQcG9F7KTH7wBznwbDGc,248536
7MQcG9F7KTH7wBznwbDGc,676807
7MhmQ8chFGLcdjP66Jgj6,651053
7MrtQj7pkfbNpNGjLk8GP,237809
7NPrtC9qGbkQPLDf7tbBB,453344
7NWDCLJnCJHrTpzbzw7Hw,275698
7NWDCLJnCJHrTpzbzw7Hw,565694
7P7nqWCFNDmbR7QJqhfJf,577755
7PtLHnBmRQffFP9ghNpJG,488429
7PtLHnBmRQffFP9ghNpJG,488431
7PtLHnBmRQffFP9ghNpJG,512723
7QWnhpb7MCBcwrNj6Tw7z,676350
7QhWMkPGMbFjHqn7rk9Gq,502888
7QpRQBkcWN7fWjnwdhgQ6,533573
7RfrHFWkjkHMNWcjDt6WN,676378
7RhQ7rthWCfHkgfdHFFJm,609587
7RzTp9JnTprz6fjnhRJLM,225310
7RzTp9JnTprz6fjnhRJLM,271208
7TBhRR7QqNj86D7Crj6Rq,648189
7TPWrWF6KhgNLGbJT7CHb,488451
7TWGJzNdq8bQ7Rr8LWmdn,653209
7TjkgnbJ8tghfrkMRnTfW,250019
7TjkgnbJ8tghfrkMRnTfW,257321
7TjkgnbJ8tghfrkMRnTfW,262530
7TjkgnbJ8tghfrkMRnTfW,391834
7TjkgnbJ8tghfrkMRnTfW,493521
7TjkgnbJ8tghfrkMRnTfW,577789
7Tpfm7Ccf8rKcztfFngM9,237862
7Tpfm7Ccf8rKcztfFngM9,538470
7WFnnN9jPJ8cpCzrKkwcG,488533
7WFnnN9jPJ8cpCzrKkwcG,489297
7WhjMkMzcRQ9M7cpzFcpH,261437
7bLqk7cJF877QFfzBcGWL,612695
7bLqk7cJF877QFfzBcGWL,676543
7bLqk7cJF877QFfzBcGWL,676609
7bLqk7cJF877QFfzBcGWL,676644
7bLqk7cJF877QFfzBcGWL,676703
7bLqk7cJF877QFfzBcGWL,676704
7bLqk7cJF877QFfzBcGWL,676705
7bLqk7cJF877QFfzBcGWL,676706
7bLzzWQGtNWkHWzjkcdQn,631986
7bfH9wkNGQKGzHKfGrQfd,641666
7bfH9wkNGQKGzHKfGrQfd,655921
7bfH9wkNGQKGzHKfGrQfd,661913
7brgFMk9NrkLtzqKrhFFW,611172
7brgFMk9NrkLtzqKrhFFW,614967
7c9ChFNmpbPDdgD7DNKth,575195
7c9ChFNmpbPDdgD7DNKth,604735
7c9KRd7Rh7hbGJ8kRCrFr,633270
7c9KRd7Rh7hbGJ8kRCrFr,676559
7cFGrC8JzLcFjRzJ8fnWH,226066
7cFGrC8JzLcFjRzJ8fnWH,271097
7cFGrC8JzLcFjRzJ8fnWH,565664
7cRzGcKGcWdbccLB8KnRn,695207
7cWwd7rnKPhmw7hTnTqKm,502598
7ckBwwLJzbdbMHW7kWnNw,652744
7ctThgNHLCTRztRgQKhk7,692544
7fN6NNBdf9KQF9gWWpdzL,549971
7fN6NNBdf9KQF9gWWpdzL,551526
7fN6NNBdf9KQF9gWWpdzL,551527
7fN6NNBdf9KQF9gWWpdzL,555740
7ffzcpNTNGrMwzNHkqWKH,275632
7frtgrpJFT9fmwbnbfrP6,260137
7frtgrpJFT9fmwbnbfrP6,261494
7gHjrqppMDhfhF9GTrBbM,676269
7gkkzWWDprGtBpfq8QPWC,565556
7gkkzWWDprGtBpfq8QPWC,577204
7gkkzWWDprGtBpfq8QPWC,577261
7gkkzWWDprGtBpfq8QPWC,584737
7gwBCNKjdk8w6cqJCdB9D,549703
7gwBCNKjdk8w6cqJCdB9D,551565
7hLHLm8qkPm6fjhHnqdWd,275733
7hLHLm8qkPm6fjhHnqdWd,676812
7hLgJ6QwzWmFrG8phh9qb,248433
7hQbqFfrRpbMKBWT8DG97,601121
7hdNz98BfjDQmrckcQzLh,237930
7hgR7DHjmfrQq9wnbM798,237768
7hj8PM86DzGwgkdK7LqGM,653294
7kCDQpqnLkNbQmzzkcJcz,633246
7kLCKQ6thffmpJQpLhzzJ,225829
7kLCKQ6thffmpJQpLhzzJ,271204
7kLtC7NJPccD6nD9MRBkw,552010
7kf9MgCRrqFckmcHLjtKb,453271
7kf9MgCRrqFckmcHLjtKb,453272
7kkkWWQkpm7fWfqwmzBn6,647399
7kmnQ69hTHJcPwTPWNwmz,677607
7kmnQ69hTHJcPwTPWNwmz,677608
7kwDMdkW6h7bMH8ctTjPC,261423
7mWHRdqJGNzTkHwBqD78D,565585
7mWHRdqJGNzTkHwBqD78D,577194
7mdh968cg9r9JB7dfzcFW,453191
7mdh968cg9r9JB7dfzcFW,549262
7mgnPjCmmLc9K9WwLdhJ6,528091
7mgnPjCmmLc9K9WwLdhJ6,537204
7mgnPjCmmLc9K9WwLdhJ6,708995
7mgnPjCmmLc9K9WwLdhJ6,709343
7mtjcMPmpC86wkdPPKztq,612616
7n6JMpGRwqrWnFrTb88c9,551555
7n96D77LqTKKkhnMrNTwr,549756
7n96D77LqTKKkhnMrNTwr,551551
7nR6NLzNWChgrQQCgFbPT,237960
7ncNDLjkpLkn9MmfKqfKM,517887
7ncNDLjkpLkn9MmfKqfKM,518255
7nk7cnttWTLRfKgLWnWwP,517199
7p6zQ9qPTLtrWq8Wg6zjC,648181
7p9qhCT76DDh6MQ9zFDwK,633278
7p9qhCT76DDh6MQ9zFDwK,633626
7pc6MTFPJjzjNTRH6zdNh,487369
7pc6MTFPJjzjNTRH6zdNh,488398
7pc6MTFPJjzjNTRH6zdNh,633369
7phjhw9DRfW7pcrkWbfnK,488368
7pkFmgqjTzWQnPg7PLHDw,611162
7pkFmgqjTzWQnPg7PLHDw,614577
7pkFmgqjTzWQnPg7PLHDw,618037
7qKwRbLbdMzcBLLJK9d6R,612570
7qQ8nJLhDkq7b78HKHgHQ,675362
7qQ8nJLhDkq7b78HKHgHQ,701471
7qbjh9PzfHGJBFpmNJNHD,237748
7qbjh9PzfHGJBFpmNJNHD,238400
7qrdPcNmtPt9HN6TQHNJR,488498
7qrdPcNmtPt9HN6TQHNJR,489203
7rNHHrKTMQDhQdp6tgKhD,225929
7rNHHrKTMQDhQdp6tgKhD,271273
7rQWjNgrPmCm9wJRNHdbG,676320
7rQWjNgrPmCm9wJRNHdbG,676799
7rnnDLtmFtcWqz6nC8J9M,654020
7t9Wg9qBgKrQ7WdMqFbdJ,549701
7t9Wg9qBgKrQ7WdMqFbdJ,551556
7tHWWm9MRJgCrTHN9Tg9z,709350
7tkH9LH8hHKQLmBGNJrM6,612681
7tzgdpf9qnJbqRp6PTNj7,555133
7wcw6w9b7dwfdQwf67MmK,580650
7wmJfzLNM6WKW6wNGtTkN,226007
7wmJfzLNM6WKW6wNGtTkN,270983
7zdfJDbhwjMnMNqkDJ9Qb,225039
7zdfJDbhwjMnMNqkDJ9Qb,271284
7zjjndpnJwKGK9gLzmzKq,237878
7zjjndpnJwKGK9gLzmzKq,250027
7zjjndpnJwKGK9gLzmzKq,676830
7zrn7HFQgcMFKMhJh6DPc,225035
7zrn7HFQgcMFKMhJh6DPc,225352
7zrn7HFQgcMFKMhJh6DPc,270989
7zrn7HFQgcMFKMhJh6DPc,273185
7ztwtMfmmbnrhqM9F797p,567100
7ztwtMfmmbnrhqM9F797p,577246
7ztwtMfmmbnrhqM9F797p,583714
867HbTJM7BhLzBFgFzDdN,612711
86gQBcFRPDjmJwnLd8dpL,488435
86rPJjLKBzfmJm76C9z8N,225857
876Q8WnHQCPctd89zd8tn,577762
876Q8WnHQCPctd89zd8tn,578825
876Q8WnHQCPctd89zd8tn,584733
87BJMWWHfPLKMqPbtmFHQ,488419
87BJMWWHfPLKMqPbtmFHQ,678564
87m6C8jLpLWWnJP9BHkbK,550299
87m6C8jLpLWWnJP9BHkbK,551571
87pqdhz7F6GRCGzpD7cjj,533481
87pqdhz7F6GRCGzpD7cjj,537274
87pqdhz7F6GRCGzpD7cjj,542284
88GhcGBpR8WDWQRr87hcn,631984
88L7NzD77t8wk8QdnrwKR,453374
88NcRgnJqWDBCpWHcJJtJ,694921
89mKDmGqtctqmbdpthJhz,533515
89p6tjT7cTLrGWkKrRkjt,274767
89p6tjT7cTLrGWkKrRkjt,678571
89wCCJfjJTCb8gqHftG8g,567106
89wCCJfjJTCb8gqHftG8g,577247
8BFGd6LjfLGgTBrJdmdqf,248402
8BFGd6LjfLGgTBrJdmdqf,561895
8BFGd6LjfLGgTBrJdmdqf,565660
8BFGd6LjfLGgTBrJdmdqf,577186
8BFGd6LjfLGgTBrJdmdqf,577239
8BPPFHfbG97tr7N7QPdcn,654014
8BgkFbrc7PmgQhT8bK6BC,561916
8BgkFbrc7PmgQhT8bK6BC,605068
8C6bzbM9ffCRDrLP8H9hg,261396
8CLhBWj6dbMgg9gfPCQjH,226023
8CLhBWj6dbMgg9gfPCQjH,271118
8CRqBFWrD7R7kCrnJbKr9,633254
8CTr7nqzhbgDkPtb8WpCN,577713
8CTr7nqzhbgDkPtb8WpCN,609615
8CbBPCmzNRmddJKTgCFmj,611161
8CbBPCmzNRmddJKTgCFmj,614578
8CdLzKHrrnjKTFKG77GjM,517881
8CdLzKHrrnjKTFKG77GjM,663158
8CrHbRjngmzcwbkWMg9gb,226079
8CrHbRjngmzcwbkWMg9gb,270996
8CrHbRjngmzcwbkWMg9gb,676819
8CtmRqKLjmGkqD8bgDjTd,646476
8D9wTFwLWtN9hkFwDgRWW,676396
8DbbfFFWLbmpbtdFMbnDM,261500
8DbbfFFWLbmpbtdFMbnDM,261502
8DjkqfBWGccNqnzjLNhqG,261390
8DjkqfBWGccNqnzjLNhqG,261393
8DknMpTdzFbMdjpRhkWLm,550301
8DknMpTdzFbMdjpRhkWLm,551502
8FG8jW7HFB6fmBR6mkQdn,518324
8FNgPpkdWdNw6n9HjbWzM,237876
8FjQLQhnCTmmfHRBLc6tN,248367
8FjQLQhnCTmmfHRBLc6tN,262454
8G8jtfKGtQDzMtTd6gFL7,237963
8G8jtfKGtQDzMtTd6gFL7,238431
8GDdMNbcnhmwGmTgqnJJK,250020
8GDdMNbcnhmwGmTgqnJJK,251175
8GDdMNbcnhmwGmTgqnJJK,262494
8GMQWkrqHKDHkWQzg8nJj,248435
8GRgqRnNmTCMH8NnfzKPg,533496
8H9zn9bBbkGfwbDrRjCRQ,237746
8H9zn9bBbkGfwbDrRjCRQ,238403
8HT69P8zhwhtmb6gbtLDd,577735
8HczDHq8DGPQrpqcRLMmm,676382
8JF8CGqcQRDnGWNBhkhtD,533581
8JF8CGqcQRDnGWNBhkhtD,537816
8JHRBmh8WLLgMgCrP7Tpk,238507
8JHRBmh8WLLgMgCrP7Tpk,453332
8JHRBmh8WLLgMgCrP7Tpk,561914
8JHRBmh8WLLgMgCrP7Tpk,561944
8JdJz9JCbBcDzkzkFbGz9,226060
8JdJz9JCbBcDzkzkFbGz9,577744
8JrJrTrFwTB76GnRhc8hg,237991
8KBRjnQQ7cTq7M9q9CgCN,632655
8KBRjnQQ7cTq7M9q9CgCN,670727
8KRCDf6drqhFMKK7hJhbM,275841
8KRCDf6drqhFMKK7hJhbM,278638
8KRCDf6drqhFMKK7hJhbM,278639
8KcHGzJF7JBb67qmjgNMb,533586
8KcHGzJF7JBb67qmjgNMb,542300
8L9nbmwtGjCRCDdDBqRQc,261335
8L9nbmwtGjCRCDdDBqRQc,261338
8L9nbmwtGjCRCDdDBqRQc,647413
8LDQbNHPK7NC9Lg8phzrk,647331
8M9crfnQRQWnrtdtzGQw9,248455
8M9crfnQRQWnrtdtzGQw9,647421
8N7gGzcDDNK7d8jFGPrR6,654066
8NWLmJqtTMGp7rgLjjbwJ,226037
8NnRnhhcQHKqCL97TN8gP,225867
8NnRnhhcQHKqCL97TN8gP,271037
8PCQKGK7CgNzbdJfhrftK,676386
8PNj9qcfb8mnpfGwQBncz,611156
8PWrKLFjkKmCJWzPn7jmC,237905
8PWrKLFjkKmCJWzPn7jmC,238484
8PgrwjDp8NNrz9mDGDP8B,248523
8PgrwjDp8NNrz9mDGDP8B,250028
8PgrwjDp8NNrz9mDGDP8B,262554
8Q8tDLjqHRbJLh8CTpkwr,677649
8Q8tDLjqHRbJLh8CTpkwr,677650
8QrD8rDCQWm78C9fq7tpr,633297
8QrD8rDCQWm78C9fq7tpr,633651
8QrLPLnBTwCjng6NzNtgp,517604
8QrLPLnBTwCjng6NzNtgp,545428
8RGTWgzLGh69FcNbLCfJc,274404
8RGTWgzLGh69FcNbLCfJc,275752
8RMfQqNQGhPfD6WrdPzHG,248388
8RTWmNwPzJnQp8GKbmK86,502818
8RTWmNwPzJnQp8GKbmK86,557946
8RgDcJhnpLP9j6DqNqPfp,533037
8RgDcJhnpLP9j6DqNqPfp,537339
8RgDcJhnpLP9j6DqNqPfp,542277
8TDBF99tdbMc9nQkwhJzc,225193
8TDBF99tdbMc9nQkwhJzc,225340
8TDBF99tdbMc9nQkwhJzc,273135
8TDBF99tdbMc9nQkwhJzc,676591
8TDBF99tdbMc9nQkwhJzc,708968
8TJKrTQpGM6BDpGmgHdGj,453305
